cbsa	metro_name	yr	qtr	index_nsa	index_sa
10420	"Akron, OH"	1991	1	100	100
10420	"Akron, OH"	1991	2	102.33	101.06
10420	"Akron, OH"	1991	3	102.14	101.4
10420	"Akron, OH"	1991	4	103.08	103.09
10420	"Akron, OH"	1992	1	104.49	104.48
10420	"Akron, OH"	1992	2	106.76	105.46
10420	"Akron, OH"	1992	3	108.23	107.42
10420	"Akron, OH"	1992	4	108.65	108.72
10420	"Akron, OH"	1993	1	110.09	109.99
10420	"Akron, OH"	1993	2	112.58	111.29
10420	"Akron, OH"	1993	3	113.7	112.76
10420	"Akron, OH"	1993	4	114.23	114.39
10420	"Akron, OH"	1994	1	114.41	114.18
10420	"Akron, OH"	1994	2	119.5	118.27
10420	"Akron, OH"	1994	3	119.88	118.84
10420	"Akron, OH"	1994	4	119.73	119.91
10420	"Akron, OH"	1995	1	122.11	121.79
10420	"Akron, OH"	1995	2	123.85	122.67
10420	"Akron, OH"	1995	3	125.23	124.12
10420	"Akron, OH"	1995	4	124.7	124.85
10420	"Akron, OH"	1996	1	128.64	128.27
10420	"Akron, OH"	1996	2	128.77	127.62
10420	"Akron, OH"	1996	3	132.18	131.07
10420	"Akron, OH"	1996	4	131.25	131.25
10420	"Akron, OH"	1997	1	132.08	131.79
10420	"Akron, OH"	1997	2	132.97	131.81
10420	"Akron, OH"	1997	3	133.87	132.77
10420	"Akron, OH"	1997	4	135.93	135.75
10420	"Akron, OH"	1998	1	136.42	136.32
10420	"Akron, OH"	1998	2	139.62	138.34
10420	"Akron, OH"	1998	3	140.04	138.93
10420	"Akron, OH"	1998	4	140.58	140.13
10420	"Akron, OH"	1999	1	143.1	143.33
10420	"Akron, OH"	1999	2	145.9	144.4
10420	"Akron, OH"	1999	3	146.49	145.33
10420	"Akron, OH"	1999	4	147.55	147
10420	"Akron, OH"	2000	1	145.99	146.43
10420	"Akron, OH"	2000	2	150.26	148.63
10420	"Akron, OH"	2000	3	152.07	150.81
10420	"Akron, OH"	2000	4	152.31	151.77
10420	"Akron, OH"	2001	1	152.08	152.59
10420	"Akron, OH"	2001	2	156.57	154.9
10420	"Akron, OH"	2001	3	155.62	154.15
10420	"Akron, OH"	2001	4	159.22	158.85
10420	"Akron, OH"	2002	1	156.61	157.05
10420	"Akron, OH"	2002	2	159.9	158.23
10420	"Akron, OH"	2002	3	160.4	158.77
10420	"Akron, OH"	2002	4	160.98	160.8
10420	"Akron, OH"	2003	1	162.63	162.98
10420	"Akron, OH"	2003	2	164.99	163.29
10420	"Akron, OH"	2003	3	167.35	165.5
10420	"Akron, OH"	2003	4	165.77	165.81
10420	"Akron, OH"	2004	1	166.96	167.26
10420	"Akron, OH"	2004	2	168.1	166.32
10420	"Akron, OH"	2004	3	169.79	167.79
10420	"Akron, OH"	2004	4	168.82	169.04
10420	"Akron, OH"	2005	1	170.56	170.93
10420	"Akron, OH"	2005	2	175.03	173.11
10420	"Akron, OH"	2005	3	174.51	172.26
10420	"Akron, OH"	2005	4	170.99	171.21
10420	"Akron, OH"	2006	1	175.96	176.82
10420	"Akron, OH"	2006	2	175.12	172.9
10420	"Akron, OH"	2006	3	175.92	173.57
10420	"Akron, OH"	2006	4	172.55	172.51
10420	"Akron, OH"	2007	1	170.98	172.52
10420	"Akron, OH"	2007	2	173.67	171.09
10420	"Akron, OH"	2007	3	170.96	168.74
10420	"Akron, OH"	2007	4	166.52	166.02
10420	"Akron, OH"	2008	1	164.03	166.25
10420	"Akron, OH"	2008	2	163.98	161.28
10420	"Akron, OH"	2008	3	160.15	158.12
10420	"Akron, OH"	2008	4	153.5	152.66
10420	"Akron, OH"	2009	1	146.16	148.6
10420	"Akron, OH"	2009	2	154.94	152.19
10420	"Akron, OH"	2009	3	155.28	153.49
10420	"Akron, OH"	2009	4	156.41	155.25
10420	"Akron, OH"	2010	1	148.65	151.25
10420	"Akron, OH"	2010	2	155.44	152.68
10420	"Akron, OH"	2010	3	150.26	148.71
10420	"Akron, OH"	2010	4	149.97	148.74
10420	"Akron, OH"	2011	1	142.92	145.25
10420	"Akron, OH"	2011	2	143.63	141.17
10420	"Akron, OH"	2011	3	145.3	143.91
10420	"Akron, OH"	2011	4	141.2	140.19
10420	"Akron, OH"	2012	1	139.01	140.83
10420	"Akron, OH"	2012	2	146.76	144.48
10420	"Akron, OH"	2012	3	145.15	143.7
10420	"Akron, OH"	2012	4	151.48	150.69
10420	"Akron, OH"	2013	1	154.54	156.18
10420	"Akron, OH"	2013	2	154.99	152.6
10420	"Akron, OH"	2013	3	155.67	154.13
10420	"Akron, OH"	2013	4	154.49	154.04
10420	"Akron, OH"	2014	1	152.06	153.32
10420	"Akron, OH"	2014	2	156.66	154.3
10420	"Akron, OH"	2014	3	159.52	157.89
10420	"Akron, OH"	2014	4	155.66	155.37
10420	"Akron, OH"	2015	1	157.44	158.74
10420	"Akron, OH"	2015	2	164.65	162.11
10420	"Akron, OH"	2015	3	163.2	161.4
10420	"Akron, OH"	2015	4	166.46	166.32
10420	"Akron, OH"	2016	1	162.38	163.72
10420	"Akron, OH"	2016	2	171.11	168.52
10420	"Akron, OH"	2016	3	170.27	168.18
10420	"Akron, OH"	2016	4	169.54	169.48
10420	"Akron, OH"	2017	1	172.28	173.82
10420	"Akron, OH"	2017	2	176.69	174.01
10420	"Akron, OH"	2017	3	180	177.59
10420	"Akron, OH"	2017	4	181.81	181.91
10420	"Akron, OH"	2018	1	181.89	183.42
10420	"Akron, OH"	2018	2	187.41	184.75
10420	"Akron, OH"	2018	3	191.38	188.56
10420	"Akron, OH"	2018	4	188.88	189.18
10420	"Akron, OH"	2019	1	189.07	190.55
10420	"Akron, OH"	2019	2	198.5	195.84
10420	"Akron, OH"	2019	3	200.65	197.39
10420	"Akron, OH"	2019	4	198.61	199.32
10420	"Akron, OH"	2020	1	202.62	204.04
10420	"Akron, OH"	2020	2	210.38	207.44
10420	"Akron, OH"	2020	3	219.59	215.97
10420	"Akron, OH"	2020	4	224.65	225.84
10420	"Akron, OH"	2021	1	230.97	232.38
10420	"Akron, OH"	2021	2	244.34	240.69
10420	"Akron, OH"	2021	3	255.55	251.44
10420	"Akron, OH"	2021	4	254.6	256.32
10420	"Akron, OH"	2022	1	266.53	267.86
10420	"Akron, OH"	2022	2	278.45	274.11
10420	"Akron, OH"	2022	3	278.86	274.5
10420	"Akron, OH"	2022	4	275.82	277.94
10580	"Albany-Schenectady-Troy, NY"	1991	1	100	100
10580	"Albany-Schenectady-Troy, NY"	1991	2	100	100.51
10580	"Albany-Schenectady-Troy, NY"	1991	3	100.14	100.41
10580	"Albany-Schenectady-Troy, NY"	1991	4	99.9	98.92
10580	"Albany-Schenectady-Troy, NY"	1992	1	103.26	103.33
10580	"Albany-Schenectady-Troy, NY"	1992	2	100.77	101.23
10580	"Albany-Schenectady-Troy, NY"	1992	3	101.11	101.37
10580	"Albany-Schenectady-Troy, NY"	1992	4	103.49	102.47
10580	"Albany-Schenectady-Troy, NY"	1993	1	101.8	102.03
10580	"Albany-Schenectady-Troy, NY"	1993	2	99.76	100.05
10580	"Albany-Schenectady-Troy, NY"	1993	3	99.95	100.15
10580	"Albany-Schenectady-Troy, NY"	1993	4	99.24	98.35
10580	"Albany-Schenectady-Troy, NY"	1994	1	97.8	98.18
10580	"Albany-Schenectady-Troy, NY"	1994	2	98.26	98.32
10580	"Albany-Schenectady-Troy, NY"	1994	3	97.16	97.25
10580	"Albany-Schenectady-Troy, NY"	1994	4	98.61	97.92
10580	"Albany-Schenectady-Troy, NY"	1995	1	96.03	96.54
10580	"Albany-Schenectady-Troy, NY"	1995	2	95.25	95.09
10580	"Albany-Schenectady-Troy, NY"	1995	3	94.82	94.8
10580	"Albany-Schenectady-Troy, NY"	1995	4	94.68	94.22
10580	"Albany-Schenectady-Troy, NY"	1996	1	91.84	92.4
10580	"Albany-Schenectady-Troy, NY"	1996	2	93.81	93.53
10580	"Albany-Schenectady-Troy, NY"	1996	3	92.61	92.43
10580	"Albany-Schenectady-Troy, NY"	1996	4	91.32	91.07
10580	"Albany-Schenectady-Troy, NY"	1997	1	93.2	93.81
10580	"Albany-Schenectady-Troy, NY"	1997	2	94.98	94.69
10580	"Albany-Schenectady-Troy, NY"	1997	3	92.71	92.31
10580	"Albany-Schenectady-Troy, NY"	1997	4	91.99	91.9
10580	"Albany-Schenectady-Troy, NY"	1998	1	91.31	91.92
10580	"Albany-Schenectady-Troy, NY"	1998	2	91.01	90.82
10580	"Albany-Schenectady-Troy, NY"	1998	3	94.04	93.4
10580	"Albany-Schenectady-Troy, NY"	1998	4	93.89	93.88
10580	"Albany-Schenectady-Troy, NY"	1999	1	93.27	93.95
10580	"Albany-Schenectady-Troy, NY"	1999	2	94.28	94.22
10580	"Albany-Schenectady-Troy, NY"	1999	3	95.48	94.58
10580	"Albany-Schenectady-Troy, NY"	1999	4	95.38	95.38
10580	"Albany-Schenectady-Troy, NY"	2000	1	96.28	97.12
10580	"Albany-Schenectady-Troy, NY"	2000	2	97.96	97.99
10580	"Albany-Schenectady-Troy, NY"	2000	3	100.65	99.49
10580	"Albany-Schenectady-Troy, NY"	2000	4	100.74	100.69
10580	"Albany-Schenectady-Troy, NY"	2001	1	100.05	101.15
10580	"Albany-Schenectady-Troy, NY"	2001	2	104.18	104.22
10580	"Albany-Schenectady-Troy, NY"	2001	3	107.77	106.33
10580	"Albany-Schenectady-Troy, NY"	2001	4	108.04	107.95
10580	"Albany-Schenectady-Troy, NY"	2002	1	108.33	109.81
10580	"Albany-Schenectady-Troy, NY"	2002	2	112.02	111.92
10580	"Albany-Schenectady-Troy, NY"	2002	3	116.01	114.37
10580	"Albany-Schenectady-Troy, NY"	2002	4	117.96	117.87
10580	"Albany-Schenectady-Troy, NY"	2003	1	120.69	122.57
10580	"Albany-Schenectady-Troy, NY"	2003	2	126.85	126.54
10580	"Albany-Schenectady-Troy, NY"	2003	3	133.14	131.2
10580	"Albany-Schenectady-Troy, NY"	2003	4	136.22	136.19
10580	"Albany-Schenectady-Troy, NY"	2004	1	136.35	138.61
10580	"Albany-Schenectady-Troy, NY"	2004	2	144.35	143.82
10580	"Albany-Schenectady-Troy, NY"	2004	3	151.87	149.66
10580	"Albany-Schenectady-Troy, NY"	2004	4	154.58	154.65
10580	"Albany-Schenectady-Troy, NY"	2005	1	156.07	158.66
10580	"Albany-Schenectady-Troy, NY"	2005	2	165.6	164.89
10580	"Albany-Schenectady-Troy, NY"	2005	3	171	168.51
10580	"Albany-Schenectady-Troy, NY"	2005	4	171.13	171.26
10580	"Albany-Schenectady-Troy, NY"	2006	1	174.44	177.38
10580	"Albany-Schenectady-Troy, NY"	2006	2	181.1	180.25
10580	"Albany-Schenectady-Troy, NY"	2006	3	180.53	177.92
10580	"Albany-Schenectady-Troy, NY"	2006	4	181.59	181.71
10580	"Albany-Schenectady-Troy, NY"	2007	1	180.27	183.42
10580	"Albany-Schenectady-Troy, NY"	2007	2	182.43	181.38
10580	"Albany-Schenectady-Troy, NY"	2007	3	184.79	182.34
10580	"Albany-Schenectady-Troy, NY"	2007	4	181.56	181.46
10580	"Albany-Schenectady-Troy, NY"	2008	1	178	181.31
10580	"Albany-Schenectady-Troy, NY"	2008	2	180.55	179.29
10580	"Albany-Schenectady-Troy, NY"	2008	3	182.78	180.66
10580	"Albany-Schenectady-Troy, NY"	2008	4	178.69	178.36
10580	"Albany-Schenectady-Troy, NY"	2009	1	171.85	175.13
10580	"Albany-Schenectady-Troy, NY"	2009	2	176.77	175.39
10580	"Albany-Schenectady-Troy, NY"	2009	3	177.14	175.41
10580	"Albany-Schenectady-Troy, NY"	2009	4	175.49	174.89
10580	"Albany-Schenectady-Troy, NY"	2010	1	171.18	174.5
10580	"Albany-Schenectady-Troy, NY"	2010	2	178.81	177.35
10580	"Albany-Schenectady-Troy, NY"	2010	3	175.16	173.69
10580	"Albany-Schenectady-Troy, NY"	2010	4	174.87	174.19
10580	"Albany-Schenectady-Troy, NY"	2011	1	165.63	168.67
10580	"Albany-Schenectady-Troy, NY"	2011	2	173.95	172.59
10580	"Albany-Schenectady-Troy, NY"	2011	3	168.76	167.46
10580	"Albany-Schenectady-Troy, NY"	2011	4	169.12	168.54
10580	"Albany-Schenectady-Troy, NY"	2012	1	169.94	172.73
10580	"Albany-Schenectady-Troy, NY"	2012	2	170.7	169.58
10580	"Albany-Schenectady-Troy, NY"	2012	3	171.88	170.41
10580	"Albany-Schenectady-Troy, NY"	2012	4	171.5	171.3
10580	"Albany-Schenectady-Troy, NY"	2013	1	168.27	170.54
10580	"Albany-Schenectady-Troy, NY"	2013	2	173.07	172.21
10580	"Albany-Schenectady-Troy, NY"	2013	3	175.66	173.88
10580	"Albany-Schenectady-Troy, NY"	2013	4	174.39	174.6
10580	"Albany-Schenectady-Troy, NY"	2014	1	170.97	172.98
10580	"Albany-Schenectady-Troy, NY"	2014	2	173.3	172.55
10580	"Albany-Schenectady-Troy, NY"	2014	3	176.63	174.55
10580	"Albany-Schenectady-Troy, NY"	2014	4	174.39	175.09
10580	"Albany-Schenectady-Troy, NY"	2015	1	175.19	176.98
10580	"Albany-Schenectady-Troy, NY"	2015	2	176.32	175.57
10580	"Albany-Schenectady-Troy, NY"	2015	3	177.81	175.6
10580	"Albany-Schenectady-Troy, NY"	2015	4	173.67	174.61
10580	"Albany-Schenectady-Troy, NY"	2016	1	177.6	179.35
10580	"Albany-Schenectady-Troy, NY"	2016	2	183.58	182.71
10580	"Albany-Schenectady-Troy, NY"	2016	3	183.09	180.77
10580	"Albany-Schenectady-Troy, NY"	2016	4	184.09	185.37
10580	"Albany-Schenectady-Troy, NY"	2017	1	180.01	181.58
10580	"Albany-Schenectady-Troy, NY"	2017	2	186.43	185.46
10580	"Albany-Schenectady-Troy, NY"	2017	3	191.25	188.97
10580	"Albany-Schenectady-Troy, NY"	2017	4	189.28	190.58
10580	"Albany-Schenectady-Troy, NY"	2018	1	192.13	193.85
10580	"Albany-Schenectady-Troy, NY"	2018	2	192.17	190.95
10580	"Albany-Schenectady-Troy, NY"	2018	3	196.11	193.92
10580	"Albany-Schenectady-Troy, NY"	2018	4	195.67	197.11
10580	"Albany-Schenectady-Troy, NY"	2019	1	193.43	195.18
10580	"Albany-Schenectady-Troy, NY"	2019	2	198.54	196.91
10580	"Albany-Schenectady-Troy, NY"	2019	3	199.21	197.3
10580	"Albany-Schenectady-Troy, NY"	2019	4	195.23	196.68
10580	"Albany-Schenectady-Troy, NY"	2020	1	199.61	201.6
10580	"Albany-Schenectady-Troy, NY"	2020	2	206.26	203.96
10580	"Albany-Schenectady-Troy, NY"	2020	3	213.08	211.32
10580	"Albany-Schenectady-Troy, NY"	2020	4	223.76	225.73
10580	"Albany-Schenectady-Troy, NY"	2021	1	224.19	226.49
10580	"Albany-Schenectady-Troy, NY"	2021	2	241.58	238.12
10580	"Albany-Schenectady-Troy, NY"	2021	3	248.42	246.87
10580	"Albany-Schenectady-Troy, NY"	2021	4	250.78	253.11
10580	"Albany-Schenectady-Troy, NY"	2022	1	258.68	261.52
10580	"Albany-Schenectady-Troy, NY"	2022	2	276.51	271.84
10580	"Albany-Schenectady-Troy, NY"	2022	3	270.65	269.27
10580	"Albany-Schenectady-Troy, NY"	2022	4	269.75	272.48
10740	"Albuquerque, NM"	1991	1	100	100
10740	"Albuquerque, NM"	1991	2	101.3	100.82
10740	"Albuquerque, NM"	1991	3	101.36	101.37
10740	"Albuquerque, NM"	1991	4	102.79	102.89
10740	"Albuquerque, NM"	1992	1	105.76	105.79
10740	"Albuquerque, NM"	1992	2	106.75	106.27
10740	"Albuquerque, NM"	1992	3	107.5	107.42
10740	"Albuquerque, NM"	1992	4	109.85	109.98
10740	"Albuquerque, NM"	1993	1	111.39	111.5
10740	"Albuquerque, NM"	1993	2	115.42	114.9
10740	"Albuquerque, NM"	1993	3	118.21	118.01
10740	"Albuquerque, NM"	1993	4	121.46	121.63
10740	"Albuquerque, NM"	1994	1	125.69	125.95
10740	"Albuquerque, NM"	1994	2	129.45	128.79
10740	"Albuquerque, NM"	1994	3	133.17	132.84
10740	"Albuquerque, NM"	1994	4	134.52	134.74
10740	"Albuquerque, NM"	1995	1	135.45	135.86
10740	"Albuquerque, NM"	1995	2	137.88	137.13
10740	"Albuquerque, NM"	1995	3	139.5	139.09
10740	"Albuquerque, NM"	1995	4	138.27	138.48
10740	"Albuquerque, NM"	1996	1	138.93	139.44
10740	"Albuquerque, NM"	1996	2	141.51	140.69
10740	"Albuquerque, NM"	1996	3	140.15	139.76
10740	"Albuquerque, NM"	1996	4	139.49	139.67
10740	"Albuquerque, NM"	1997	1	139.23	139.73
10740	"Albuquerque, NM"	1997	2	141.14	140.31
10740	"Albuquerque, NM"	1997	3	139.06	138.77
10740	"Albuquerque, NM"	1997	4	140.58	140.67
10740	"Albuquerque, NM"	1998	1	139.38	139.87
10740	"Albuquerque, NM"	1998	2	140.64	139.86
10740	"Albuquerque, NM"	1998	3	141.08	140.87
10740	"Albuquerque, NM"	1998	4	141.24	141.23
10740	"Albuquerque, NM"	1999	1	141.92	142.38
10740	"Albuquerque, NM"	1999	2	143.07	142.38
10740	"Albuquerque, NM"	1999	3	142.45	142.2
10740	"Albuquerque, NM"	1999	4	143.29	143.22
10740	"Albuquerque, NM"	2000	1	142.28	142.75
10740	"Albuquerque, NM"	2000	2	142.94	142.35
10740	"Albuquerque, NM"	2000	3	143.4	143.05
10740	"Albuquerque, NM"	2000	4	141.86	141.79
10740	"Albuquerque, NM"	2001	1	144.81	145.33
10740	"Albuquerque, NM"	2001	2	146.58	146.04
10740	"Albuquerque, NM"	2001	3	147.49	146.97
10740	"Albuquerque, NM"	2001	4	147.72	147.76
10740	"Albuquerque, NM"	2002	1	147.87	148.4
10740	"Albuquerque, NM"	2002	2	151.42	150.9
10740	"Albuquerque, NM"	2002	3	154.23	153.51
10740	"Albuquerque, NM"	2002	4	155.62	155.82
10740	"Albuquerque, NM"	2003	1	155.46	156.02
10740	"Albuquerque, NM"	2003	2	159.6	159.07
10740	"Albuquerque, NM"	2003	3	161.76	160.81
10740	"Albuquerque, NM"	2003	4	163.75	164.16
10740	"Albuquerque, NM"	2004	1	167.29	167.87
10740	"Albuquerque, NM"	2004	2	171.34	170.8
10740	"Albuquerque, NM"	2004	3	175.73	174.48
10740	"Albuquerque, NM"	2004	4	177.67	178.3
10740	"Albuquerque, NM"	2005	1	185.05	185.69
10740	"Albuquerque, NM"	2005	2	193.21	192.66
10740	"Albuquerque, NM"	2005	3	203.07	201.35
10740	"Albuquerque, NM"	2005	4	208.37	209.24
10740	"Albuquerque, NM"	2006	1	216.81	217.71
10740	"Albuquerque, NM"	2006	2	225.83	225.17
10740	"Albuquerque, NM"	2006	3	232.51	230.37
10740	"Albuquerque, NM"	2006	4	234.93	235.85
10740	"Albuquerque, NM"	2007	1	237.42	238.71
10740	"Albuquerque, NM"	2007	2	239.74	238.95
10740	"Albuquerque, NM"	2007	3	240.64	238.41
10740	"Albuquerque, NM"	2007	4	233.59	234.18
10740	"Albuquerque, NM"	2008	1	231.68	233.39
10740	"Albuquerque, NM"	2008	2	230.19	229.29
10740	"Albuquerque, NM"	2008	3	229.17	227.03
10740	"Albuquerque, NM"	2008	4	220.41	220.74
10740	"Albuquerque, NM"	2009	1	212.8	214.77
10740	"Albuquerque, NM"	2009	2	216.07	215.05
10740	"Albuquerque, NM"	2009	3	214.32	212.2
10740	"Albuquerque, NM"	2009	4	214.07	214.36
10740	"Albuquerque, NM"	2010	1	209.67	212.03
10740	"Albuquerque, NM"	2010	2	207.97	206.63
10740	"Albuquerque, NM"	2010	3	204.31	202.18
10740	"Albuquerque, NM"	2010	4	200.96	201.42
10740	"Albuquerque, NM"	2011	1	194.13	196.64
10740	"Albuquerque, NM"	2011	2	190.51	188.87
10740	"Albuquerque, NM"	2011	3	193.79	191.73
10740	"Albuquerque, NM"	2011	4	188.95	189.56
10740	"Albuquerque, NM"	2012	1	188.69	191.37
10740	"Albuquerque, NM"	2012	2	197.59	195.55
10740	"Albuquerque, NM"	2012	3	198.83	196.59
10740	"Albuquerque, NM"	2012	4	193.37	194.21
10740	"Albuquerque, NM"	2013	1	195.09	198.08
10740	"Albuquerque, NM"	2013	2	201.79	199.4
10740	"Albuquerque, NM"	2013	3	200.94	198.69
10740	"Albuquerque, NM"	2013	4	197.77	198.64
10740	"Albuquerque, NM"	2014	1	196.45	199.63
10740	"Albuquerque, NM"	2014	2	204.39	201.81
10740	"Albuquerque, NM"	2014	3	204.18	202.06
10740	"Albuquerque, NM"	2014	4	204.01	204.7
10740	"Albuquerque, NM"	2015	1	202.43	205.73
10740	"Albuquerque, NM"	2015	2	207.75	205.15
10740	"Albuquerque, NM"	2015	3	211.78	209.85
10740	"Albuquerque, NM"	2015	4	209.17	209.62
10740	"Albuquerque, NM"	2016	1	205.57	208.66
10740	"Albuquerque, NM"	2016	2	216.04	213.73
10740	"Albuquerque, NM"	2016	3	217.25	215.32
10740	"Albuquerque, NM"	2016	4	219.25	219.66
10740	"Albuquerque, NM"	2017	1	217.24	220.08
10740	"Albuquerque, NM"	2017	2	223.51	221.51
10740	"Albuquerque, NM"	2017	3	225.02	223.02
10740	"Albuquerque, NM"	2017	4	227.16	227.74
10740	"Albuquerque, NM"	2018	1	227.84	230.26
10740	"Albuquerque, NM"	2018	2	232.97	231.27
10740	"Albuquerque, NM"	2018	3	235.91	233.73
10740	"Albuquerque, NM"	2018	4	233.46	234.37
10740	"Albuquerque, NM"	2019	1	237.34	239.34
10740	"Albuquerque, NM"	2019	2	243.88	242.27
10740	"Albuquerque, NM"	2019	3	250.04	247.69
10740	"Albuquerque, NM"	2019	4	248.1	249.45
10740	"Albuquerque, NM"	2020	1	255.82	257.56
10740	"Albuquerque, NM"	2020	2	262.92	261.21
10740	"Albuquerque, NM"	2020	3	272.68	270.09
10740	"Albuquerque, NM"	2020	4	279.6	281.48
10740	"Albuquerque, NM"	2021	1	290.11	291.85
10740	"Albuquerque, NM"	2021	2	307.5	305.28
10740	"Albuquerque, NM"	2021	3	321.56	318.67
10740	"Albuquerque, NM"	2021	4	327.86	330.24
10740	"Albuquerque, NM"	2022	1	341.66	343.68
10740	"Albuquerque, NM"	2022	2	361.82	358.89
10740	"Albuquerque, NM"	2022	3	364.09	361.02
10740	"Albuquerque, NM"	2022	4	366.34	369.05
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1991	1	100	100
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1991	2	100.15	99.84
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1991	3	101.99	101.35
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1991	4	99.7	100.15
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1992	1	102.02	102.09
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1992	2	101.62	101.28
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1992	3	101.21	100.55
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1992	4	99.49	99.9
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1993	1	99.56	99.77
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1993	2	100.31	99.87
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1993	3	99.7	99.06
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1993	4	101.36	101.71
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1994	1	99.63	100
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1994	2	100.61	100.07
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1994	3	100.36	99.71
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1994	4	98.68	98.97
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1995	1	97.8	98.3
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1995	2	98.44	97.86
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1995	3	98.41	97.74
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1995	4	97.37	97.67
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1996	1	96.9	97.42
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1996	2	99.51	98.94
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1996	3	99.69	98.96
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1996	4	97.31	97.64
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1997	1	99.64	100.15
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1997	2	98.58	98.05
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1997	3	99.56	98.82
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1997	4	98.85	99.18
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1998	1	99.66	100.13
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1998	2	100.47	99.96
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1998	3	101.43	100.73
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1998	4	100.86	101.12
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1999	1	102	102.47
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1999	2	104.42	103.94
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1999	3	105.43	104.76
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1999	4	105.37	105.51
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2000	1	107.05	107.59
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2000	2	108.28	107.81
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2000	3	111.12	110.44
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2000	4	113.09	113.1
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2001	1	113.84	114.51
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2001	2	116.64	116.19
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2001	3	117.83	117.08
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2001	4	119.46	119.35
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2002	1	120.64	121.48
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2002	2	124.59	124.15
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2002	3	128	127.07
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2002	4	131.13	130.98
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2003	1	133.76	134.8
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2003	2	138.82	138.38
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2003	3	143.45	142.23
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2003	4	145.51	145.42
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2004	1	148.21	149.46
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2004	2	154.2	153.65
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2004	3	160.9	159.41
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2004	4	165.41	165.43
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2005	1	165.78	167.2
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2005	2	174.72	174.07
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2005	3	182.62	180.85
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2005	4	186.81	186.84
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2006	1	190.63	192.4
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2006	2	196.29	195.47
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2006	3	198.52	196.6
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2006	4	197.11	197.07
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2007	1	200.14	202.15
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2007	2	204.95	204.05
